subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
c2YlChjWCJKK	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	"I thought it would not be present or visual on the screen if it was not ""on"" and therefore suggested 100%"	35	2: female	no errors
bo2bSqGPm8QG	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	Because its either on or off. If its off, it is absent 	34	2: female	NA
IIqiz3RVsoCu	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	I felt that if C was on, then by exerting radial energy, it would turn all the Es on. I am not clear on whether the radial energy definitely affects them to turn the Es on or not. But I went with my gut in that it turns everything on.	32	2: female	couldn't see any
JHseVQsClDbW	2	1: I confirm	1: I will take it seriously	3	cont_radial_limited	9	1	there were more entities of e on illustration a so it was higher, whilst the second figure had less.	39	1: male	NA
lCsCzNoTK4IT	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	As C was on in both situations for me it didn't mater how many enteritis C was influencing, either way it was 	45	1: male	No worked fine and I understood it
d9CQgYL8VmQ8	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	Regardless how many effect entities there are. They still receive the same amount of energy.	33	1: male	No
cA7poMpv5K98	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	3	"Whilst the definitions are very complex for me to understand and I have a kind of dyslexia around mathematics, I surmised that for the first diagram as all four effects were shown that there was a roughly equal (i.e 50:50) chance that any one was on or off. For the second diagram, as only one effect entity was utilised, I assumed that there was a slightly smaller chance of whether it would be on or off.

I understand that this could be entirely incorrect as I do not feel intelligent enough to understand much content of the definitions given."	43	1: male	No everything worked fine. However I found it hard to understand many of the definitions and concepts presented. 
L1r8iQwpZEsA	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	I gave 50% probability for both because they have two states - on or off. I assumed the amount of effect entities that were present doesn't affect which state it's in.	32	2: female	NA
oYbACUPPYnUN	6	1: I confirm	1: I will take it seriously	1	binary_channel	8	5	"In the first example it seemed like it was a certainty for it to be ""on"" but I factored in that I may not be understanding things correctly! In the second example I guessed that the liklihood was just over one in four or a quarter on the bar - but maths is not really my strongest area so these are really guesswork. "	37	3: non-binary	NA
BUw9Y0VCnJNX	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	if c is 'on' then all the 'e' conected to it are on,it dosnt matter if there is one 'e' conected or more,if c is on its on for all e conected	59	2: female	none
VxOzYaVMf0IE	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	I chose  this because they can only be in 2 states - on and off so the probability of this is 50/50 	53	1: male	No errors
HTVQsJWG3CeN	6	1: I confirm	1: I will take it seriously	1	binary_channel	6	5	I thought situation A had more of a chance of the bottom right entity being on than situation B, because it had more effect entities. I thought the greater the number of effect entities the more likely one of the effect entities would be on. 	23	2: female	NA
sjkkLZjd8MM9	6	1: I confirm	1: I will take it seriously	1	binary_channel	3	10	In A C was connected to four Es, so I felt one or more of the Es would be Off. In B, only one E is connected to C, so I assumed it would be On.	41	1: male	NA
BVp3tv2PH6DV	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	8	it might not be on but considering it the only one, chace are high that it is, my intuiton says its 100% on but scientifically i suppose its either 25 or 75%	29	2: female	none
MugpgVRARiX9	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	I wasn't really sure, but I guessed that if the influence went out radially it wouldn't be any stronger on the specific E whether there were 4 or 1 present	46	2: female	NA
mBy1QPGfd6nq	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	The radial influence is the same for individual effects disregarding the number of effects (at least that's the case for the current depictions).	30	1: male	NA
jC10BBBlhEYP	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	9	I assumed that with there only being one entity the cause would work better than whilst there were 4 separate entities	27	2: female	NA
4xcSShnRzTSM	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	7	5	In the scenario with more effect entities, the energy of C has to be more widely distributed.	18	1: male	NA
97P7Gcaj1LT1	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	7	7	Chose a quarter of the scale as there are four entities are present	43	1: male	NA
Kdjyini6jRcL	6	1: I confirm	1: I will take it seriously	3	binary_channel	3	5	It could be on or off, it has to be one or the other, so I went with a gut feeling as to which one it could be but the chance could be 50% as it can't be anything inbetween.	26	2: female	None.
IeoaUwMK7ICo	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	They can only be on or off, right? So if the channel is open to that particular node, then it is on. At least that is what I can assume from the information I was given. Therefore, in both cases, that lower right node was on.	36	1: male	Seemed fine to me.
TKx8fovSb5Ry	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I presumed that if the cause entity was on, then the effect entities would also be on. Perhaps I shouldnt have presumed this? If only one of the entities had to be on, then with the four, I should have only been 25% sure.	36	2: female	NA
ydkY8DVtguZx	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	In both cases the bottom right entity was present. I took that to mean that it was on. 	33	2: female	NA
Y7pKJb2rUF9N	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	For both of the previous ratings I gave 100%. As we were told that C can only be on or off, it therefore seems that my answer should have only been either 0 or 100%. Seeing as in both situation A and situation B the bottom right channels were present, I was 100% certain that the channels were on.	23	2: female	N/A
Ah44G5YkDnrE	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	Even on the the first diagram there is a 100% that the cause has influenced the bottom right even though the cause produces 4 effects	39	2: female	NA
apS2JLKWBsve	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	As C was on and there was a channel between C and the bottom right entity, I'm guessing the bottom right entity is on because of the causal effect taking place. Although I'm really not sure, it was a guess.	32	1: male	none
Ebh7vCgux1HC	6	1: I confirm	1: I will take it seriously	2	binary_channel	7	3	I did this based on intuition as requested. I didn't use any logic, just what my brain felt was right.	34	1: male	NA
DJImOcZ5eOv0	6	1: I confirm	1: I will take it seriously	2	binary_channel	10	10	There was a direct link on both pictures from the causal to the bottom right entity	53	2: female	Nothing that I noticed
sEaKUIirgRZZ	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I would think if C was on both the surround entities would also be on based on the fact this is on and exerting influence.	24	1: male	None.
C5JbApMp6F6e	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	6	"Because ""A"" shows all channels on. ""B"" can be either state of ""on"" or ""off"" depending on what is there."	63	1: male	none
LqHe9LH2X5KK	6	1: I confirm	1: I will take it seriously	1	binary_channel	7	7	Because the diagram is showing that there is an effect, and I feel like it’s more probable than not that there is a correlation. I felt like it was more than 50% likely so I estimated 75%	29	2: female	Not applicable 
S8Wb9vihlXOO	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	There are only 2 possibilities - on and off. I don't see how the number of Es affects anything. 	67	2: female	none
KtozbT06xOjl	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	Because the cause entities can only be on or off. The text on the previous page stated that they were on and so this cause entity is on. 	27	2: female	n/a
SUXbpMTFo6Jc	6	1: I confirm	1: I will take it seriously	1	binary_channel	0	10	As per the instructions. C can channel to only one entity at a time. So if the diagram on Situation A shows all 4 entities as channeled then the information provided using the diagram is false. However on Situation B only one entity is channeled which is correct as per the scenario cases.	32	1: male	None
jEBpSeOf6rSP	6	1: I confirm	1: I will take it seriously	2	binary_channel	10	10	Cause C influences the bottom right effect entity in situations a and b. In situation b there was only one entity therefore it was 100% on. In situation an even though there were four entities it was still 100% as they were all on and active.	27	2: female	NA
vjJXP7uiSAFl	6	1: I confirm	1: I will take it seriously	1	binary_channel	9	9	If C is influencing the entities E, I am assuming it will influence all items E, however many of them are present. It hasn't been stated that the effect will be diluted if there are more items	65	2: female	NA
HnSEf2genSsn	6	1: I confirm	1: I will take it seriously	2	binary_channel	10	10	It stated that C was on. I would expect all the four and the single bottom right entity were influenced by C.	61	2: female	No errors, everything worked well.
uGWZIJAG66Cu	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	If C is on then, all of the effects that it has cause over must be on as well.	28	1: male	NA
K1uV8Vvauzli	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I said they were both on because that is what it stated about the two. Also they were connected, so that is why I said they were on. 	58	2: female	I saw no errors
t8qsmuW8eUed	6	1: I confirm	1: I will take it seriously	2	binary_channel	2	2	It's unlikely for only one effect to be on. However it is also unlikely that all four will be on at once. Thus they both got low probabilities. 	39	1: male	NA
EP2btMaQ2tx6	6	1: I confirm	1: I will take it seriously	1	binary_channel	7	7	Because they are both the same channel so my thinking is if it is on on pic A then it will be on on pic B	39	2: female	No all good thanks
dhsS0GXAXkqF	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	As the causal entities can only be on or off, any entity that C was axerting influence on via channel influence should also be on (irrespective of how many others are/aren't on).	47	1: male	All good
7IFaPb9xPtsD	6	1: I confirm	1: I will take it seriously	1	binary_channel	8	6	"Well I know that C is on. There was never any mention of the effect entities would be on or not if C was on. So I mainly just guessed that there was a higher probability of it being on because of my understanding of how other things work in real life. If I connect a device to another device, both devices would have to be ""on"" to work, so I assumed the same thing in this scenario."	40	1: male	n/a
m42yP0YI3KMu	6	1: I confirm	1: I will take it seriously	2	binary_channel	10	10	It looks like power is going to both of the E's on the bottom right and under the instructions there is no energy in between, it is either on or off.	32	1: male	NA
5FVdLSwgn92x	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	The experiment says that all can only be on or off, nothing in between. Therefore in situation A, if C is on, then all E's are on, including the bottom right. In situation B, if C is on, then the bottom right E, being the only one present, is also on.	31	1: male	No errors found
CBFT056jslTZ	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	9	The first diagram shows 4 effects, which are ''on''. With this in mind, I feel that the second diagram must be ''on'' too, because even though there are less effects being channeled, it is still being shown. In real life, a situation can result in a number of effects, a few, just one or none at all. All of them are just as active as each other.	25	2: female	NA
fdZJt4w5djtl	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	2	10	in diagram a the energy is split evenly between 4 effect entities the bottom right effect entity would only be getting 25% of the influence. in diagram b there is only one effect entity so it would receive 100% of the influence.	36	2: female	NA
DgJ7pxHTFrvz	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	6	8	The one that only had one effect entity was receiving more energy	31	1: male	NA
dXKWWnmKe2tR	5	1: I confirm	1: I will take it seriously	3	binary_radial	4	6	I gave ore ratings to the single effect because I assumed since it is the only effect remaining it should be more likely to be on. Compared to when we have four effects on and determining which of the four is on is even harder.	36	1: male	None
icgDzTbG3GOS	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	7	4	Not all four effect entities are present all the time. In pictuire A all four effect entries was present. In the image B only one effect entity was present.	44	2: female	none
8GJnZqil1LP5	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	The number of entities shouldn't matter if we are just looking at if the channel is on/off? And both entities channels were on	24	1: male	NA
oX6FIE77KjPs	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	7	10	In situation A I assumed that the energy would be shared amoungst 4 objects so it's power would be reduced but in situation B as it all went to 1 object it would have more power but now thinking aboout it I guess I was wrong as the amount of power is infinite so it's equally likely that both situations had a high amount of power.	38	1: male	NA
ZAkv9qeI16EU	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	8	9	I think the bottom right entity is obtaining a great deal of energy.	28	2: female	None.
Rl9WNEEfqual	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	5	10	Even though I know that C has unlimited energy, I still intuitively felt it would give more when only channelled to one E.  	62	2: female	NA
TJM0OPV1Zwog	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	7	7	It was never said all energy must go to an entity, so as all entities where the same distance apart from the cause C, I thought the a similar influence would appear in both cases.	21	1: male	None.
hcZOUKyxGLNu	5	1: I confirm	1: I will take it seriously	2	binary_radial	3	10	It just a logical kind of answer	49	1: male	NA
HSh00KORCF3M	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	10	10	As C has an infinite amount of energy, the number of effects it is influencing at one time does not effect the energy they receive	29	1: male	NA
hdDZulS1olOh	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	10	less entitys mean more power that can be transferred. 4 equal entitys share the same energy.	33	2: female	NA
noLhMAdkMIHj	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	10	10	If a cause has a set amount of energy, it would make sense that having only a single channel of influence would result in greater flow, or strength. Given the same output of energy, a cause would have to separate into four channels versus only a single.	37	1: male	NA
fjXqaigbagXH	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	You stated the effect from C was on therefore it was causing influence	62	1: male	Non that I noticed
uAfDfMUdmfac	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	5	If the cause influences radially then I understand it to be that the level of influence is the same at every point surrounding it and not influenced by the number of entities around it. I do not know how much influence is being radiated  so |I cannot say how much effect it has on the single entity in B so I have gone for the middle optoion 	54	1: male	I didn't notice any
bd1veRZJISuV	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	8	There was possibly more going in to B as there was less of the entity to spread across the 4 E's.	30	2: female	NA
6290fmG3Pu5n	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	If the effect entities can only be in on or off (ie. two states) then the casual entity's effect will be the same whether it is acting on a single or multiple effect entities	51	1: male	NA
Li5qFnr82Q54	6	1: I confirm	1: I will take it seriously	1	binary_channel	6	6	If there is a link, then the bottom right entity is 'on', irrespective of any other entities that are present.	54	1: male	No
K1vAXOLDaNVP	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	3	10	for situation a, i assumed that the energy would be equally distributed, as without any othr information i could not assume otherwise. for situation b, as there was only one entity, i assumed all energy went via that channel	37	1: male	NA
R2DUR8sqyyhB	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	9	9	The cause entity has an unlimited amount of energy it sends out radially. I thought that the presence or absence of the other three effect entities wouldn't affect the bottom right entity.	23	1: male	NA
iqKBoDR7XgBM	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	4	10	All the cause was being split 4 ways in the first one, whereas all the cause was sent to just one effect	52	2: female	NA
1oFQ0bJbR7wJ	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	5	5	This was my base case, therefore I had to rate it as normal. The relationship is just C -> E there is no interdependency between the Es, therefore is one or four are present the C -> E is just the same.	60	1: male	none
aJHlBWEDmiog	5	1: I confirm	1: I will take it seriously	2	binary_radial	10	10	The E was visible in both cases.	38	1: male	NA
gtDFyPoWdlst	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	9	2	I really was just trying to give my best guess. It seemed like the most logical solution to me that if I saw more entities (E) that more energy was being emitted. If I saw multiple then it means multiple were being affected.	27	1: male	there were no errors that I saw
wL5afaXzaeSK	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	10	10	The other 3 effect entities by nature wouldn't influence each other, so them being there or not  doesnt effect the bottom right. The cause entity has a set level of energy, so when any of the effect entities are within its influence they are at a high or higher - I guess you have to take any variations of their own innate activity into account as well. 	41	1: male	no
JwS4XKNwai3u	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	8	My feeling was that the channel influence would be diluted somewhat in the first scenario rather than in the second where it would be more concentrated. 	37	2: female	none
M6DV4Omp01gu	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	2	10	The cause only has a specific amount of energy so it makes sense that the one with only one E would have more energy than the one with four Es	32	2: female	all went well
qvbTaFbVzxKo	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	The effect entity is either affected or not affected - there is no information about the cause mechanism and the effect response to conclude whether at any one time te effect is activated - so it's still only on or off.  Whether it is on or off is independent of how many other unique effect entitites there are.  If I had a chance t re-read I might suggest it's 25% (i.e. there's a 50% change the Causeis active and a 50 % chance the effect responds - so there are four combations I/I, I/O, O/I and O/O each with an equal probability = 25% n the absence of further information - but you asked for gut response and there's n opportunity to re-read to double-check my comprehension (there would be in real life!).	58	1: male	NA
vLHqK7UXtzFb	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	8	In example A as there were four entities I imagined that all of them would have a fairly similar level of activity. When there was just one entity I imagined it would have a much higher level of activity, this is based on the cause entity exerting the same level of strength in both examples.	37	1: male	none
TEeUwZ1YtjJR	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	6	A showed four so I selected 100% for C having the power to radiate, B had only one so choose less for C influencing/radiating	47	2: female	None
h9uQM9cFKvk1	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	10	"In situation A, the channels all had equal influences.  In situation B, there was only 1 channel and all the influence poured into that 1 channel which is why I marked it high.

"	41	2: female	None.
4FhfYezENLVt	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	I assumed since the effect entity was in the sphere of radial influence when the cause entity was on, the effect entity was also on.	58	1: male	none
NmWpFtCoHzru	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	The effect of the bottom right entity E can be on or off, no specific chance so I went with a 50/50 choice as theres no factor to determine the outcome	30	1: male	NA
gzjCS7i20PiM	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	5	5	I gave the same rating to both situations because although the amount of energy is finite and specific, I do not believe the number of effects affect the amount of energy each one receives. If somebody claps and there are four people in a room, it does not become louder to one person if three leave	37	1: male	NA
CHsCymYTT9y5	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	It said that cause C was on, so it had direct influence over the bottom right effect entity in both scenarios.	32	1: male	NA
C3ZKA7tbbrqk	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	9	If only one entity was present I felt it was more likely it would be on. I wasn't so sure when there were four entities present.	36	2: female	n/a
hTRYdBpvHG1n	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	8	10	Assuming C outputs the same amount of energy in both cases, a single entity will be receive more when this energy isn't divided meaning it will be more active	22	1: male	NA
SLFKRmYHik3n	5	1: I confirm	1: I will take it seriously	2	binary_radial	9	4	the more E entity's are there the more likely it is to be on 	25	2: female	n/a
MKR9oeemEtIb	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	3	3	Further away so it does not use as much of the energy	28	1: male	NA
XPEv7DFhohOv	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	7	"I gave this rating as in B, there's only 1 E entity -meaning that C can foucs more and give more energy to that
"	24	2: female	none
763RebW5HKPQ	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	8	As there was only one channel, I felt it would be able receive a higher strength.	34	2: female	No issues.
CNh71GuykdYz	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	8	I guessed that in scenario A, the entity will be less active than in scenario B as C has a specific amount of energy. This is because the energy will be distributed between 4 entities in A as opposed to only one in B.	44	2: female	NA
qn7jGxuOl9iw	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	if it can only be on or off, regardless of the other channels, each E should have a 50/50 probability.	33	1: male	NA
mQHWlADzFjA5	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	4	8	If the one E entity is alone I would assume that there is less energy being shared among other entities and thus it is able to absorb more energy	38	1: male	none
izsnq09RCNC1	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	I didn't know if the effect entities would be on if the cause entity was on. Since there are only two states for the effect entities it seemed appropriate to select 50%.	40	1: male	NA
COtKadthgkRq	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	10	I expect that when only one entity is present all the energy from C goes there and in the case where more entities are present the energy is shared.	45	2: female	None
yv17i5BFgrTV	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	3	3	On both they are well away from the centre and I assumed the closer the more effect and as they were the same distance away then they should have the same effect on the E entities.	62	1: male	none
NwKsZoHvJ8Ul	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	10	"In situation A, as no information was given, I assume that the law of averages applies, so I selected 50%.
In situation B, it was stated that the effect entity was definitely on, so I selected 100%"	57	1: male	none
7eKwTmHcClu3	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	Because they can only be off or on, and given that there was a channel between them in both scenarios, if I have understood this correctly then they must both be on.	34	1: male	none that I could see
nrWQtDRl26wG	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	7	8	I think other entities in A case will decrease the power of each others 	37	1: male	Thank you
WJOgeciUVXvD	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	9	9	It would appear that C has a greater influence over the bottom RHS E hence the second diagram had a single channel link to the RHS E.	54	1: male	NA
rJoWWld0J1QF	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	9	2	there are four entities to radiate energy to on A but in B there is only one so I assume it is receiving more 	32	2: female	NA
m0TdhWI7OBZM	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	In both examples, C was on and directly channelling all E. Therefore I assume all Es were on.	32	1: male	NA
XUAntdmRBNPD	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	5	10	I gave those ratings based on the number of 'E's. As there were four that would mean that the specific energy had to be spread out across more 'E's which means they hold less energy. 	21	1: male	NA
NRX14qjcKYXP	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	10	10	If the cause has unlimited energy then I assume it has the capability of giving equal energy to the effects regardless of how many are active at any one time. My other assumption would be that four effects being active would give 25% of energy output to each effect than in just one was active.	32	1: male	NA
7mVWifIDUvSH	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	6	8	I feel like both were high but because there was only one in the second image it may have been that little bit higher which is why I picked it.	32	1: male	none
xZPv0nd9CfcF	6	1: I confirm	1: I will take it seriously	2	binary_channel	3	9	"situation B: only focusing one one channel- all the energy
situation A: energy focuses on all channels."	41	2: female	NA
5RxuuQPHSnb3	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	10	In the first section C could send energy to all 4 entities so I decided that it would split energy among all 4 entities so a lowish energy for each entity. Whereas in the second situation C could send energy to just one entity so it could send a high amount of energy to it as its sole focus.	50	1: male	No issues at all
UZGDPC0WlBdu	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	Situation A had 4 entities whereas situation B only had one. Therefore, C would have to distribute its strength over more entities rather than putting it all towards one. 	20	2: female	None
MHAWV09LoTXK	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	10	In A the energy has to be split between 4 Es whereas in B it was all going to a single E	55	2: female	NA
j7FbkCKuddol	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	10	My intuition says that if the cause is split over 4 entities then it will be roughly 25% whereas if only channeled to 1 it will be full strength	49	2: female	None
vPuxGuNgiYgG	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	10	C has an unlimited amount of energy it can exert through the channels, so I believe each channel should be the same strength. If there was a finite amount of energy from C, then I would say there is lower strength in each channel the more you add.	25	2: female	NA
eGPDv291bEuK	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	10	3	In my opinion when I saw that only 1 entity was present, the strength would be less. When 4 entities were present, it felt as though a stronger force was at work.	31	1: male	None
TOy7CgB93qo0	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	4	8	It seems that the cause could have strong or weak influence on the effect in either scenario. However, I felt that the influence was likely to be stronger when there were fewer effects present, because the cause has finite power to influence the effects.	43	1: male	NA
jW79p0Cp0zOL	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	3	in first one theres 4 entities so a quarter, second one depends only on one either being on or off so 50%	24	2: female	-
jtgkLjvU3veo	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	2	Regardless of how many E entities are present the C entities are emitting the same amount of influence and that is dispersed evenly over the same areas radially. The only influence I would imagine that would cause an E entity to have less activity would be another E entity being in almost the same space as the other E entity   	26	2: female	I had none
WLpev9JVnCzD	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	I do not understand fully what this is all about but i gave these answers as that is what i learnt from the text provided to understand the study?	44	2: female	NA
lQGx87q8pUs2	5	1: I confirm	1: I will take it seriously	3	binary_radial	3	6	A guess really. I found the concept of the study quite difficult to take in. 	33	2: female	NA
q2j8G2jHAEgS	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	7	Energy would be directed towards the single entity. Whereas I intuitively feel that when there are more than one entities that the energy would be divided by the number of entities involved. 	33	2: female	NA
Q6OhkKJpb8du	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	10	In B, all the energy was absorbed by the single entity E. IN A, the energy was equally absorbed, and shared by all four entities so each entity would absorb 25% of the energy. They was not  level to indicate 25% on the slider, therefore chose the nearest value.	57	2: female	NA
Xj0HUx11fYG8	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	7	7	I think the bottom right entity was highly influenced by the cause C. Not all the way up the scale as it was on the further out band circumference so it wasn't as close to the middle cause C which from the diagram kind of looks like the energy might be stronger closer to it. So because the bottom right entity was slightly further out I said it was highly influenced but not to the highest point. I also put both ratings as the same because I think the bottom right entity was influenced the same regardless of how many other entities were present. 	27	2: female	I didn't come across any errors during the study. Thank you 
Uju8cIv9cIol	4	1: I confirm	1: I will take it seriously	3	cont_channel_limited	3	7	Because in the B situation, C is only influencing one entity which might exert high energy and on the other hand in the A situation, C is affecting all four of them so the strength might be low.	30	1: male	None
dtEP6xLfIAEk	5	1: I confirm	1: I will take it seriously	1	binary_radial	3	9	The cause entity in situation B, focuses directly on the bottom right and only entity within its radial sphere whereas, in situation A, there is additional dynamics involved and attention is diverted from the bottom right entity.	25	1: male	NA
nfAX4oTR11Vc	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	10	Cause C has infinite energy so the amount of energy each effect entity recieves is unchanged no matter if there are 4 or less of them	39	1: male	NA
Hh3EvjgVsb1V	6	1: I confirm	1: I will take it seriously	2	binary_channel	2	9	On the right there was only one so there is a higher chance it is on. The left there are 4, so there is more chance it is off.	23	2: female	NA
8pdlNkF2vYWU	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	10	10	If it has unlimited energy it doesn't matter how many entities there are as they won't sap the energy level and diminish the amount recieved by others	30	1: male	NA
VZRVt78CtUJ6	6	1: I confirm	1: I will take it seriously	3	binary_channel	9	6	the first diagram c influences the entities much grater	26	2: female	NA
bBuBsSsqO61R	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	3	10	Situation A had to share its energy out with 4 'E's' meaning that there will be less energy overall going to each 'E'. Whereas, on situation B, the output energy all went to the one 'E' 	25	2: female	NA
3MrfVsiznIDh	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	5	I had to guess in the middle because I didn't have enough information to make a more informed choice	51	1: male	NA
c9InkTPxGDvd	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	1	1	I gave the two the same rating because both entities 'E' were in the same spot in both scenarios. I used the assumption that since C affects E, that the presence of other E's would not influence the behavior of each other (Only C would influence E).	26	1: male	NA
gnChGwl3bxGx	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	10	0	I must admit this is a very abstract scenario and it is somewhat hard to understand what is going on. If I have understood it correct, I assume if there is a force being exerted via channels, then when there is only one channel open to one entity that intensity is the highest. When all 4 channels are open, the force is distributed across all 4 (equally?) so this would be the state where any given force on 1 of the 4 entities would be least. 	38	1: male	NA
IgeNHkv2mt6J	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	10	For situation A I gave 50%, this was because I had information swaying me either way. I understand the causal system as being a bit of a lucky guess, so 50% seemed a pretty good guess of intuition. For B, I chose 100%, to me it seemed liked this was only channel for cause C to take?	22	2: female	I did not note any errors :)
6zpvgLROUsze	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	My using what i had learnt i believed they were both on because of what the instructions had said they both looked on and the same i didnt see anything different then what i was previously told	26	2: female	NA
ThjX7Muy14RI	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I gave these ratings because I clearly remember what I had previously read	49	1: male	Nothing to report
