"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"p_ID";"dupl1_v_149";"v_92";"v_149";"v_166";"v_165";"v_135";"v_150";"v_168";"v_167";"v_136";"v_152";"v_170";"v_169";"v_137";"v_153";"v_172";"v_171";"v_138";"v_154";"v_174";"v_173";"v_139";"v_155";"v_176";"v_175";"v_140";"v_156";"v_178";"v_177";"v_141";"v_157";"v_180";"v_179";"v_142";"v_158";"v_182";"v_181";"v_143";"v_159";"v_184";"v_183";"v_144";"v_160";"v_186";"v_185";"v_145";"v_161";"v_188";"v_187";"v_146";"v_162";"v_190";"v_189";"v_147";"v_163";"v_192";"v_191";"v_148";"v_164";"v_194";"v_193";"dupl1_gender";"age";"remarks";"attention_check";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4959618";"rts4959625";"rts4959704";"rts4988097";"rts4988100";"rts4988105";"rts4988118";"rts4988123";"rts4988126";"rts4988143";"rts4988146";"rts4988149";"rts4988156";"rts4988162";"rts4988171";"rts4988177";"rts4988180";"rts4988194";"rts4988196";"rts4988222";"rts4988226";"rts4988229";"rts4988232";"rts4988234";"rts4988238";"rts4988244";"rts4988257";"rts4988266";"rts4988270";"rts4988272";"rts4988274";"rts4988277";"rts5008117";"rts5008118";"rts5008134";"rts5008135";"rts5008141";"rts5008142";"rts5008147";"rts5008148";"rts5008154";"rts5008155";"rts5008160";"rts5008161";"rts5008178";"rts5008179";"rts5008181";"rts5008182";"rts5008201";"rts5008202";"rts5008207";"rts5008208";"rts5008215";"rts5008216";"rts5008230";"rts5008231";"rts5008238";"rts5008241";"rts5008299";"rts5008300";"rts5008307";"rts5008308"
"347";"0";"0";"31";"4959705";"-77";"211";"27";"5a9c75aaf05361000172078e";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"2";"39";"N/A , thanks";"3";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,4988177,4988274,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"22cbf8400f358efdc4fbc5699aab8fd2";"1";"0";"1614797764";"2021-03-03 18:56:04";"2021-03-03 18:59:35";"0000-00-00 00:00:00";"18";"0";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"348";"0";"0";"31";"4959705";"-77";"184";"18";"5eda56d66594866448d580c8";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"6";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"23";"No";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,5008202,5008201,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"b6af6e628f5eb5bab6b4c3803f95d4cd";"1";"0";"1614798922";"2021-03-03 19:15:22";"2021-03-03 19:18:26";"0000-00-00 00:00:00";"18";"0";"184";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"349";"0";"0";"31";"4959705";"-77";"128";"13";"5f72275d0e4774118b06068a";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"30";"13";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"29";"-99";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,4988126,4988234,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"972716ac3b48b44506232ed135eef573";"1";"0";"1614848869";"2021-03-04 09:07:49";"2021-03-04 09:09:57";"0000-00-00 00:00:00";"27";"0";"128";"0";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"350";"0";"0";"31";"4959705";"-77";"155";"15";"5933d3c4ed2e9a0001d37ab4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"100";"20";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"33";"none";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,4988143,4988238,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"ea1259278ff6cee1c561690cc4f1d370";"1";"0";"1614848870";"2021-03-04 09:07:50";"2021-03-04 09:10:25";"0000-00-00 00:00:00";"21";"0";"155";"0";"0";"0";"0";"0";"0";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"351";"0";"0";"31";"4959705";"-77";"104";"24";"5b5d13d25256470001bc5ef2";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"40";"30";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"25";"No";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,5008231,5008230,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"2673f5d6fd0c5515ea59372009fd7430";"1";"0";"1614848872";"2021-03-04 09:07:52";"2021-03-04 09:09:36";"0000-00-00 00:00:00";"14";"0";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"81";"60";"0";"0";"0";"0";"0";"0"
"352";"0";"0";"31";"4959705";"-77";"291";"30";"5fcfb1fe79b8060e0662270a";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"13";"33";"1";"52";"No problems, straight forward and easy to understand ";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,5008308,5008307,4959704,4959705";"1";"0";"0";"-77";"-77";"06c59e25dedced3c0dfc5d9741071a09";"1";"0";"1614848875";"2021-03-04 09:07:55";"2021-03-04 09:12:46";"0000-00-00 00:00:00";"36";"0";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"130"
"353";"0";"0";"31";"4959705";"-77";"164";"29";"5fd8f8c290594511dc09cf8f";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"80";"-77";"-77";"1";"55";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.72 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,4988180,4988277,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"01476a67937953da26a49128fc3f386b";"1";"0";"1614848903";"2021-03-04 09:08:23";"2021-03-04 09:11:07";"0000-00-00 00:00:00";"31";"0";"164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"354";"0";"0";"31";"4959705";"-77";"695";"14";"55d0e4d334e9060005e574c7";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"30";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,5008179,5008178,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"f6b456ac0995d3b5838d9c030b0ebfd9";"1";"0";"1614848885";"2021-03-04 09:08:05";"2021-03-04 09:19:40";"0000-00-00 00:00:00";"584";"0";"695";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"673";"654";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"355";"0";"0";"31";"4959705";"-77";"97";"1";"5ad59462045cb000015c9960";"1";"50";"10";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"30";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,4959625,4988194,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"e2cbaac8d514596cde1c7f0a31dff240";"1";"0";"1614848885";"2021-03-04 09:08:05";"2021-03-04 09:09:42";"0000-00-00 00:00:00";"15";"64";"97";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"82";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"356";"0";"0";"31";"4959705";"-77";"137";"22";"5f5ec0c28c844c784bf02089";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"52";"34";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"21";"no";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,5008216,5008215,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"9463f7ead40a670adb46b890c44944a6";"1";"0";"1614848886";"2021-03-04 09:08:06";"2021-03-04 09:10:23";"0000-00-00 00:00:00";"20";"0";"137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"99";"0";"0";"0";"0";"0";"0";"0";"0"
"357";"0";"0";"31";"4959705";"-77";"567";"6";"5e8dc6bc28369e029ed35df8";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"47";"NO";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,5008142,5008141,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"2a29f960eec99330916a16a37be226c5";"1";"0";"1614848888";"2021-03-04 09:08:08";"2021-03-04 09:17:35";"0000-00-00 00:00:00";"459";"0";"567";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548";"532";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"358";"0";"0";"31";"4959705";"-77";"150";"28";"5ec513570e821a440f878858";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"80";"-77";"-77";"-77";"-77";"1";"21";"no";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,5008300,5008299,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"f6326dd17e31e875ea8af9a5c36e9c64";"1";"0";"1614848890";"2021-03-04 09:08:10";"2021-03-04 09:10:40";"0000-00-00 00:00:00";"49";"0";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"103";"0";"0"
"359";"0";"0";"31";"4959705";"-77";"479";"18";"5f29eff59714081a3594a331";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"34";"None";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,5008202,5008201,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"509a8e717890f6413d7f8247932a7053";"1";"0";"1614848891";"2021-03-04 09:08:11";"2021-03-04 09:16:10";"0000-00-00 00:00:00";"279";"0";"479";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"360";"0";"0";"31";"4959705";"-77";"177";"20";"56fd111d581aa6000f54d061";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"20";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"51";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,5008208,5008207,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"a3c1917c7b3dae08c98628fa4ac6cf36";"1";"0";"1614848899";"2021-03-04 09:08:19";"2021-03-04 09:11:16";"0000-00-00 00:00:00";"40";"0";"177";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"361";"0";"0";"31";"4959705";"-77";"89";"2";"5aad2266811b2000016f6bda";"1";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"28";"No";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,5008118,5008117,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"c15092216022d66a0b83a0ce88cf9b76";"1";"0";"1614848901";"2021-03-04 09:08:21";"2021-03-04 09:09:50";"0000-00-00 00:00:00";"13";"0";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"58";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"362";"0";"0";"31";"4959705";"-77";"111";"19";"5ec7daede3ca77255864b100";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"44";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,4988149,4988257,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"e775283bbc91cd607a33577d5374dd8d";"1";"0";"1614848906";"2021-03-04 09:08:26";"2021-03-04 09:10:17";"0000-00-00 00:00:00";"20";"0";"111";"0";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
